Read file in one pass,File size is 128Kb
Open entry,00000000
Open exit,00084C8E
Read entry,00084D4C
Read exit,00DD0310
Close entry,00DD03DC
Close exit,00DD0F70
Read file per 512 bytes,File size is 128Kb
Open entry,00000000
Open exit,00084C7B
Read entry,00084D39
Read exit,00085DC5
Read entry,00085E80
Read exit,000909C9
Read entry,00090A84
Read exit,000A0B31
Read entry,000A0BEC
Read exit,000ACC1A
Read entry,000ACCD5
Read exit,000B8CB1
Read entry,000B8D6C
Read exit,000C8DC8
Read entry,000C8E83
Read exit,000D4E7A
Read entry,000D4F35
Read exit,000E0EF4
Read entry,000E0FAF
Read exit,000E8488
Read entry,000E8543
Read exit,000F44A6
Read entry,000F4561
Read exit,0010051B
Read entry,001005D6
Read exit,00110630
Read entry,001106EB
Read exit,0011C6AF
Read entry,0011C76A
Read exit,00128734
Read entry,001287EF
Read exit,001387CC
Read entry,00138887
Read exit,00144841
Read entry,001448FC
Read exit,0015086B
Read entry,00150926
Read exit,001606B4
Read entry,001609E6
Read exit,0016C6BD
Read entry,0016C778
Read exit,00178449
Read entry,00178504
Read exit,001873D9
Read entry,00187494
Read exit,00193445
Read entry,00193500
Read exit,0019F41A
Read entry,0019F4D5
Read exit,001AF2FC
Read entry,001AF3B7
Read exit,001BB4DE
Read entry,001BB599
Read exit,001C74C3
Read entry,001C757E
Read exit,001D733B
Read entry,001D73F6
Read exit,001E34FA
Read entry,001E35B5
Read exit,001EF51B
Read entry,001EF5D6
Read exit,001FF851
Read entry,001FF90C
Read exit,0020B87A
Read entry,0020B935
Read exit,00217858
Read entry,00217913
Read exit,0021EB71
Read entry,0021EC2C
Read exit,0022ABD5
Read entry,0022AC90
Read exit,00236BBD
Read entry,00236C78
Read exit,00246C64
Read entry,00246D1F
Read exit,00252C58
Read entry,00252D13
Read exit,0025EC49
Read entry,0025ED04
Read exit,0026EA65
Read entry,0026EB20
Read exit,0027A7FE
Read entry,0027AB32
Read exit,002867D3
Read entry,0028688E
Read exit,00296626
Read entry,002966E1
Read exit,002A2444
Read entry,002A24FF
Read exit,002AE479
Read entry,002AE534
Read exit,002BD1D1
Read entry,002BD28C
Read exit,002C91AF
Read entry,002C926A
Read exit,002D51ED
Read entry,002D52A8
Read exit,002E5245
Read entry,002E5300
Read exit,002F1258
Read entry,002F1313
Read exit,002FD4D4
Read entry,002FD58F
Read exit,0030D4F3
Read entry,0030D5AE
Read exit,003194F2
Read entry,003195AD
Read exit,00325571
Read entry,0032562C
Read exit,003355A4
Read entry,0033565F
Read exit,003415A3
Read entry,0034165E
Read exit,0034D5C4
Read entry,0034D67F
Read exit,003546B0
Read entry,0035476B
Read exit,0036043E
Read entry,00360772
Read exit,0036C470
Read entry,0036C52B
Read exit,0037C23C
Read entry,0037C2F7
Read exit,0038824D
Read entry,00388308
Read exit,00394280
Read entry,0039433B
Read exit,003A42B3
Read entry,003A436E
Read exit,003B02FC
Read entry,003B03B7
Read exit,003BC314
Read entry,003BC3CF
Read exit,003CC330
