Read file in one pass,File size is 128Kb
Open entry,00000000
Open exit,0001828D
Read entry,0001834B
Read exit,00127869
Set mark entry,0012795E
Set mark exit,00132A6C
Close entry,00132B38
Close exit,00133680
Read file per 512 bytes,File size is 128Kb
Open entry,00000000
Open exit,000173C5
Read entry,00017483
Read exit,00018510
Read entry,000185CB
Read exit,0001D26C
Read entry,0001D327
Read exit,000223C6
Read entry,00022481
Read exit,000272CD
Read entry,00027388
Read exit,0002C20D
Read entry,0002C2C8
Read exit,00034829
Read entry,000348E4
Read exit,00039980
Read entry,00039A3B
Read exit,0003E8D7
Read entry,0003E992
Read exit,0004358E
Read entry,00043649
Read exit,0004844E
Read entry,00048509
Read exit,0004D2C2
Read entry,0004D37D
Read exit,0005211B
Read entry,000521D6
Read exit,00056F68
Read entry,00057023
Read exit,0005BFAF
Read entry,0005C06A
Read exit,00060DFD
Read entry,00060EB8
Read exit,00065C83
Read entry,00065D3E
Read exit,0006AB3D
Read entry,0006ABF8
Read exit,0006F9F5
Read entry,0006FAB0
Read exit,000748EE
Read entry,000749A9
Read exit,000797A2
Read entry,0007985D
Read exit,0007E861
Read entry,0007E91C
Read exit,0008371C
Read entry,000837D7
Read exit,000885F8
Read entry,000886B3
Read exit,0008D365
Read entry,0008D420
Read exit,00092410
Read entry,000924CB
Read exit,000972C2
Read entry,0009737D
Read exit,0009BF3C
Read entry,0009BFF7
Read exit,000A0D90
Read entry,000A0E4B
Read exit,000A5BB5
Read entry,000A5C70
Read exit,000AA9CB
Read entry,000AAA86
Read exit,000AF7A3
Read entry,000AF85E
Read exit,000B47E1
Read entry,000B489C
Read exit,000B9606
Read entry,000B96C1
Read exit,000BE42F
Read entry,000BE4EA
Read exit,000C3289
Read entry,000C3344
Read exit,000C80B3
Read entry,000C816E
Read exit,000CCEE0
Read entry,000CCF9B
Read exit,000D5FD8
Read entry,000D6093
Read exit,000DB052
Read entry,000DB10D
Read exit,000DFE2A
Read entry,000DFEE5
Read exit,000E4C6F
Read entry,000E4D2A
Read exit,000E9C59
Read entry,000E9D14
Read exit,000EEBEB
Read entry,000EECA6
Read exit,000F3950
Read entry,000F3A0B
Read exit,000F86CF
Read entry,000F878A
Read exit,000FD439
Read entry,000FD4F4
Read exit,001021CA
Read entry,00102285
Read exit,00106F3E
Read entry,00106FF9
Read exit,0010BCD2
Read entry,0010BD8D
Read exit,00110A87
Read entry,00110B42
Read exit,0011580F
Read entry,001158CA
Read exit,0011A59F
Read entry,0011A65A
Read exit,0011F2A0
Read entry,0011F35B
Read exit,00124296
Read entry,00124351
Read exit,00129089
Read entry,00129144
Read exit,0012DE0F
Read entry,0012DECA
Read exit,00132C01
Read entry,00132CBC
Read exit,00137CA2
Read entry,00137D5D
Read exit,0013CA28
Read entry,0013CAE3
Read exit,0014194F
Read entry,00141A0A
Read exit,00146A9E
Read entry,00146B59
Read exit,0014B9AC
Read entry,0014BA67
Read exit,001508D3
Read entry,0015098E
Read exit,0015580F
Read entry,001558CA
