Read file in one pass,File size is 64Kb
Open entry,00000000
Open exit,0000D62E
Read entry,0000D6EC
Read exit,00098FD1
Set mark entry,000990C6
Set mark exit,000A10ED
Close entry,000A11B8
Close exit,000A1EBE
Read file per 512 bytes,File size is 64Kb
Open entry,00000000
Open exit,000146C9
Read entry,00014787
Read exit,00015817
Read entry,000158D2
Read exit,0001A5CA
Read entry,0001A8BF
Read exit,0001F5CB
Read entry,0001F686
Read exit,000288AF
Read entry,0002896A
Read exit,0002D5B5
Read entry,0002D670
Read exit,000326B8
Read entry,00032773
Read exit,00037556
Read entry,00037611
Read exit,0003C395
Read entry,0003C450
Read exit,000411FF
Read entry,000412BA
Read exit,000460C4
Read entry,0004617F
Read exit,0004AF69
Read entry,0004B024
Read exit,0004FE82
Read entry,0004FF3D
Read exit,00054EE5
Read entry,00054FA0
Read exit,00059DA9
Read entry,00059E64
Read exit,0005ECB9
Read entry,0005ED74
Read exit,00063BCE
Read entry,00063C89
Read exit,00068AE7
Read entry,00068BA2
Read exit,0006D75E
Read entry,0006D819
Read exit,000724AB
Read entry,00072566
Read exit,00077227
Read entry,000772E2
Read exit,0007C0C7
Read entry,0007C182
Read exit,00080DE8
Read entry,00080EA3
Read exit,000859F5
Read entry,00085AB0
Read exit,0008A93E
Read entry,0008A9F9
Read exit,0008F864
Read entry,0008F91F
Read exit,000945B0
Read entry,0009466B
Read exit,0009931A
Read entry,000993D5
Read exit,0009E186
Read entry,0009E241
Read exit,000A309A
Read entry,000A3155
Read exit,000A7DE5
Read entry,000A7EA0
Read exit,000ACB3A
Read entry,000ACBF5
Read exit,000B17BE
Read entry,000B1879
Read exit,000B663C
Read entry,000B66F7
Read exit,000BB38F
Read entry,000BB44A
Read exit,000C00F0
Read entry,000C01AB
Read exit,000C9C52
Read entry,000C9D0D
Read exit,000CEA51
Read entry,000CEB0C
Read exit,000D37B7
Read entry,000D3873
Read exit,000D844B
Read entry,000D8506
Read exit,000DD250
Read entry,000DD30B
Read exit,000E20B7
Read entry,000E2172
Read exit,000E700A
Read entry,000E70C5
Read exit,000EBC87
Read entry,000EBD42
Read exit,000F0A0F
Read entry,000F0ACA
Read exit,000F549E
Read entry,000F5559
Read exit,000FA449
Read entry,000FA504
Read exit,000FF26D
Read entry,000FF328
Read exit,001040AD
Read entry,00104168
Read exit,00108F36
Read entry,00108FF1
Read exit,0010DFD5
Read entry,0010E090
Read exit,00112E66
Read entry,00112F21
Read exit,00117BCC
Read entry,00117C87
Read exit,0011CA28
Read entry,0011CAE3
Read exit,001217D0
Read entry,0012188B
Read exit,00126581
Read entry,0012663C
Read exit,0012B33A
Read entry,0012B3F5
Read exit,001302C3
Read entry,0013037E
Read exit,00135066
Read entry,00135121
Read exit,00139E01
Read entry,00139EBC
Read exit,0013EB85
Read entry,0013EC40
Read exit,00143B38
Read entry,00143BF3
Read exit,00148918
Read entry,001489D3
Read exit,0014D6A6
Read entry,0014D761
Read exit,001524BD
Read entry,00152578
Read exit,001572BA
Read entry,00157375
Read exit,0015C0FD
Read entry,0015C1B8
Read exit,00160F6B
Read entry,00161026
Read exit,00165F7D
Read entry,00166038
Read exit,0016AE2E
Read entry,0016AEE9
Read exit,00172511
