Segment Name;Segment Line;File Name;File Line;Address;Name;Type;Data Type;Size;MX;Reloc
FileIO64;44;fileio64.s;44;00/0000;fileOPEN;Code;;3;00;2
FileIO64;49;fileio64.s;49;00/0003;fileREAD;Code;;3;00;2
FileIO64;51;fileio64.s;51;00/0006;fileCLOSE;Code;;3;00;2
FileIO64;57;fileio64.s;57;00/0009;file64OPEN;Code;;3;00;2
FileIO64;58;fileio64.s;58;00/000C;;Code;;3;00;2
FileIO64;59;fileio64.s;59;00/000F;;Code;;3;00;2
FileIO64;63;fileio64.s;63;00/0018;;Data;adrl;4;00;3
FileIO64;66;fileio64.s;66;00/001E;;Code;;3;00;2
FileIO64;67;fileio64.s;67;00/0021;;Code;;3;00;2
FileIO64;68;fileio64.s;68;00/0024;;Code;;3;00;2
FileIO64;70;fileio64.s;70;00/0027;;Code;;3;00;2
FileIO64;75;fileio64.s;75;00/002D;file64OPEN_ERR;Code;;3;00;
FileIO64;82;fileio64.s;82;00/0031;file64READ;Code;;4;00;
FileIO64;84;fileio64.s;84;00/0037;;Data;adrl;4;00;3
FileIO64;87;fileio64.s;87;00/003D;;Code;;3;00;2
FileIO64;88;fileio64.s;88;00/0040;;Code;;3;00;2
FileIO64;89;fileio64.s;89;00/0043;;Code;;3;00;2
FileIO64;90;fileio64.s;90;00/0046;file64READ_ERR;Code;;1;00;
FileIO64;96;fileio64.s;96;00/0047;file64CLOSE;Code;;4;00;
FileIO64;98;fileio64.s;98;00/004D;;Data;adrl;4;00;3
FileIO64;105;fileio64.s;105;00/0052;DATA_IN;Data;dw;2;00;
FileIO64;109;fileio64.s;109;00/0052;proOPEN;Data;dw;2;00;
FileIO64;111;fileio64.s;111;00/0056;;Data;adrl;4;00;3
FileIO64;123;fileio64.s;123;00/0080;proREAD;Data;dw;2;00;
FileIO64;130;fileio64.s;130;00/0092;proCLOSE;Data;dw;2;00;
