Read file in one pass,File size is 128Kb
Open entry,00000000
Open exit,000190FD
Read entry,000191BB
Read exit,00224878
Close entry,00224944
Close exit,0022548A
Read file per 512 bytes,File size is 128Kb
Open entry,00000000
Open exit,00019D4D
Read entry,00019E0B
Read exit,0001AE97
Read entry,0001AF52
Read exit,0001E809
Read entry,0001E8C4
Read exit,00022202
Read entry,000222BD
Read exit,00025BFF
Read entry,00025CBA
Read exit,000295C6
Read entry,00029681
Read exit,0002CF7D
Read entry,0002D038
Read exit,00030955
Read entry,00030A10
Read exit,000342CE
Read entry,00034389
Read exit,00037C4D
Read entry,00037D08
Read exit,0003B58D
Read entry,0003B648
Read exit,0003EE7E
Read entry,0003EF39
Read exit,000427C5
Read entry,00042880
Read exit,00046153
Read entry,0004620E
Read exit,00049ACF
Read entry,00049B8A
Read exit,0004D486
Read entry,0004D541
Read exit,00050E83
Read entry,00050F3E
Read exit,000548C3
Read entry,0005497E
Read exit,000582B7
Read entry,00058372
Read exit,0005BA68
Read entry,0005BB23
Read exit,0005F243
Read entry,0005F2FE
Read exit,00062A94
Read entry,00062DC7
Read exit,000665CB
Read entry,00066686
Read exit,00069F4E
Read entry,0006A009
Read exit,0006D70D
Read entry,0006D7C8
Read exit,00071094
Read entry,0007114F
Read exit,00074A10
Read entry,00074ACB
Read exit,000782AF
Read entry,0007836A
Read exit,0007BBBC
Read entry,0007BC77
Read exit,0007F49E
Read entry,0007F559
Read exit,00082ED0
Read entry,00082F8B
Read exit,000868E5
Read entry,000869A0
Read exit,0008A317
Read entry,0008A3D2
Read exit,0008DD42
Read entry,0008DDFD
Read exit,0009176A
Read entry,00091825
Read exit,000951D5
Read entry,00095290
Read exit,00098C8F
Read entry,00098D4A
Read exit,0009C6FA
Read entry,0009C7B5
Read exit,000A0133
Read entry,000A01EE
Read exit,000A3B98
Read entry,000A3C53
Read exit,000A75AA
Read entry,000A7665
Read exit,000AAFEA
Read entry,000AB0A5
Read exit,000AEA05
Read entry,000AEAC0
Read exit,000B2449
Read entry,000B2504
Read exit,000B5E89
Read entry,000B5F44
Read exit,000B991F
Read entry,000B99DA
Read exit,000BD39B
Read entry,000BD456
Read exit,000C0E9C
Read entry,000C0F57
Read exit,000C49D0
Read entry,000C4A8B
Read exit,000C8545
Read entry,000C8600
Read exit,000CC0DF
Read entry,000CC19A
Read exit,000CFC5B
Read entry,000CFD16
Read exit,000D35D0
Read entry,000D368B
Read exit,000D6F01
Read entry,000D6FBC
Read exit,000DA7A6
Read entry,000DA861
Read exit,000DE158
Read entry,000DE213
Read exit,000E1ACD
Read entry,000E1B88
Read exit,000E5652
Read entry,000E570D
Read exit,000E8D1B
Read entry,000E8DD6
Read exit,000EC496
Read entry,000EC551
Read exit,000EFC18
Read entry,000EFCD3
Read exit,000F360A
Read entry,000F36C5
Read exit,000F7011
Read entry,000F70CC
Read exit,000FAA18
Read entry,000FAAD3
Read exit,000FE40E
Read entry,000FE4C9
Read exit,00101E16
Read entry,00101ED1
