------+---------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File         Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
------+---------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
    1 |  1 CPU.USE.S      1 | Comment     | 11 |         |    0 | 00/0000               | *
    2 |  1 CPU.USE.S      2 | Comment     | 11 |         |    0 | 00/0000               | * Memory Use
    3 |  1 CPU.USE.S      3 | Comment     | 11 |         |    0 | 00/0000               | *
    4 |  1 CPU.USE.S      4 | Comment     | 11 |         |    0 | 00/0000               | * (c) 1992, William H. Tudor
    5 |  1 CPU.USE.S      5 | Comment     | 11 |         |    0 | 00/0000               | * (s) 2025, Brutal Deluxe Software
    6 |  1 CPU.USE.S      6 | Comment     | 11 |         |    0 | 00/0000               | *
    7 |  1 CPU.USE.S      7 | Empty       | 11 |         |    0 | 00/0000               |                                             
    8 |  1 CPU.USE.S      8 | Directive   | 00 |         |    0 | 00/0000               |                  mx    %00                  
    9 |  1 CPU.USE.S      9 | Directive   | 00 |         |    0 | 00/0000               |                  rel                        
   10 |  1 CPU.USE.S     10 | Directive   | 00 |         |    0 | 00/0000               |                  typ   NDA                  
   11 |  1 CPU.USE.S     11 | Directive   | 00 |         |    0 | 00/0000               |                  dsk   CPU.Use.l            
   12 |  1 CPU.USE.S     12 | Empty       | 00 |         |    0 | 00/0000               |                                             
   13 |  1 CPU.USE.S     13 | Equivalence | 00 |         |    0 | 00/0000               | GSOS             EQU   $E100A8              
   14 |  1 CPU.USE.S     14 | Empty       | 00 |         |    0 | 00/0000               |                                             
   15 |  1 CPU.USE.S     15 | Comment     | 00 |         |    0 | 00/0000               | *------------------------------
   16 |  1 CPU.USE.S     16 | Comment     | 00 |         |    0 | 00/0000               | * MACROS
   17 |  1 CPU.USE.S     17 | Comment     | 00 |         |    0 | 00/0000               | *------------------------------
   18 |  1 CPU.USE.S     18 | Empty       | 00 |         |    0 | 00/0000               |                                             
   19 |  1 CPU.USE.S     19 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/Ctl.Macs           
   20 |  1 CPU.USE.S     20 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/Load.Macs          
   21 |  1 CPU.USE.S     21 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/Locator.Macs       
   22 |  1 CPU.USE.S     22 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/Int.Macs           
   23 |  1 CPU.USE.S     23 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/Mem.Macs           
   24 |  1 CPU.USE.S     24 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/Misc.Macs          
   25 |  1 CPU.USE.S     25 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/Menu.Macs          
   26 |  1 CPU.USE.S     26 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/Qd.Macs            
   27 |  1 CPU.USE.S     27 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/QdAux.Macs         
   28 |  1 CPU.USE.S     28 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/Resource.Macs      
   29 |  1 CPU.USE.S     29 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/Util.Macs          
   30 |  1 CPU.USE.S     30 | Directive   | 00 |         |    0 | 00/0000               |                  use   4/Window.Macs        
   31 |  1 CPU.USE.S     31 | Empty       | 00 |         |    0 | 00/0000               |                                             
   32 |  1 CPU.USE.S     32 | Comment     | 00 |         |    0 | 00/0000               | *------------------------------
   33 |  1 CPU.USE.S     33 | Comment     | 00 |         |    0 | 00/0000               | * NDA entry point
   34 |  1 CPU.USE.S     34 | Comment     | 00 |         |    0 | 00/0000               | *------------------------------
   35 |  1 CPU.USE.S     35 | Empty       | 00 |         |    0 | 00/0000               |                                             
   36 |  1 CPU.USE.S     36 | Data        | 00 |  3      |    4 | 00/0000 : 22 00 00 00 |                  ADRL  openROUTINE          ; Open routine
   37 |  1 CPU.USE.S     37 | Data        | 00 |  3      |    4 | 00/0004 : 8F 02 00 00 |                  ADRL  closeROUTINE         ; Close routine
   38 |  1 CPU.USE.S     38 | Data        | 00 |  3      |    4 | 00/0008 : DD 02 00 00 |                  ADRL  actionROUTINE        ; Action routine
   39 |  1 CPU.USE.S     39 | Data        | 00 |  3      |    4 | 00/000C : 4A 02 00 00 |                  ADRL  initROUTINE          ; Init routine
   40 |  1 CPU.USE.S     40 | Data        | 00 |         |    2 | 00/0010 : 00 00       |                  DW    $0000                ; Period
   41 |  1 CPU.USE.S     41 | Data        | 00 |         |    2 | 00/0012 : FF FF       |                  DW    $FFFF                ; Event mask
   42 |  1 CPU.USE.S     42 | Data        | 00 |         |   11 | 00/0014 : 23 23 43 50 |                  ASC   '##CPU Use\H'        
      |                     |             |    |         |      |           55 20 55 73 |
      |                     |             |    |         |      |           65 5C 48    |
   43 |  1 CPU.USE.S     43 | Data        | 00 |         |    3 | 00/001F : 2A 2A 00    | menuID           ASC   '**'00               
   44 |  1 CPU.USE.S     44 | Empty       | 00 |         |    0 | 00/0022               |                                             
   45 |  1 CPU.USE.S     45 | Comment     | 00 |         |    0 | 00/0022               | *------------------------------
   46 |  1 CPU.USE.S     46 | Comment     | 00 |         |    0 | 00/0022               | * THE OPEN ROUTINE
   47 |  1 CPU.USE.S     47 | Comment     | 00 |         |    0 | 00/0022               | *------------------------------
   48 |  1 CPU.USE.S     48 | Empty       | 00 |         |    0 | 00/0022               |                                             
   49 |  1 CPU.USE.S     49 | Empty       | 00 |         |    0 | 00/0022               | openROUTINE                                 
   50 |  1 CPU.USE.S     50 | Code        | 00 |         |    1 | 00/0022 : 8B          |                  PHB                        
   51 |  1 CPU.USE.S     51 | Code        | 00 |         |    1 | 00/0023 : 4B          |                  PHK                        
   52 |  1 CPU.USE.S     52 | Code        | 00 |         |    1 | 00/0024 : AB          |                  PLB                        
   53 |  1 CPU.USE.S     53 | Code        | 00 |  2      |    3 | 00/0025 : AD 16 05    |                  LDA   fgSTART              ; is it our first start?
   54 |  1 CPU.USE.S     54 | Code        | 00 |         |    2 | 00/0028 : F0 03       |                  BEQ   openME               ; yup
   55 |  1 CPU.USE.S     55 | Code        | 00 |         |    3 | 00/002A : 82 C8 01    |                  BRL   imOPEN               ; no
   56 |  1 CPU.USE.S     56 | Empty       | 00 |         |    0 | 00/002D               |                                             
   57 |  1 CPU.USE.S     57 | Comment     | 00 |         |    0 | 00/002D               | *------------------------------
