Read file in one pass,File size is 256Kb
Open entry,00000000
Open exit,00008035
Read entry,000080F3
Read exit,000C9785
Close entry,000C9850
Close exit,000CA34E
Read file per 512 bytes,File size is 256Kb
Open entry,00000000
Open exit,00008031
Read entry,000080EF
Read exit,0000916D
Read entry,00009228
Read exit,0000ADBC
Read entry,0000AE77
Read exit,0000C793
Read entry,0000C84E
Read exit,0000E3E2
Read entry,0000E49D
Read exit,0000FDB8
Read entry,0000FE73
Read exit,00011A08
Read entry,00011AC3
Read exit,000133E0
Read entry,0001349B
Read exit,00015033
Read entry,000150EE
Read exit,00016A0A
Read entry,00016AC5
Read exit,00018654
Read entry,0001870F
Read exit,0001A02B
Read entry,0001A0E6
Read exit,0001BC76
Read entry,0001BD31
Read exit,0001D64B
Read entry,0001D706
Read exit,0001F29A
Read entry,0001F355
Read exit,00020C6F
Read entry,00020D2A
Read exit,000228C2
Read entry,0002297D
Read exit,00024298
Read entry,00024353
Read exit,00025EE9
Read entry,00025FA4
Read exit,000278BF
Read entry,0002797A
Read exit,0002950D
Read entry,000295C8
Read exit,0002AEE2
Read entry,0002AF9D
Read exit,0002CB33
Read entry,0002CBEE
Read exit,0002E50B
Read entry,0002E5C6
Read exit,0003015D
Read entry,00030218
Read exit,00031B30
Read entry,00031BEB
Read exit,0003377A
Read entry,00033835
Read exit,00035150
Read entry,0003520B
Read exit,00036D9E
Read entry,00036E59
Read exit,00038776
Read entry,00038831
Read exit,0003A3C9
Read entry,0003A484
Read exit,0003BD9B
Read entry,0003BE56
Read exit,0003D9EB
Read entry,0003DAA6
Read exit,0003F3C5
Read entry,0003F480
Read exit,00041014
Read entry,000410CF
Read exit,000429EA
Read entry,00042AA5
Read exit,00044638
Read entry,000446F3
Read exit,0004600D
Read entry,000460C8
Read exit,00047C5F
Read entry,00047D1A
Read exit,00049636
Read entry,000496F1
Read exit,0004B285
Read entry,0004B340
Read exit,0004CC5B
Read entry,0004CD16
Read exit,0004E8A8
Read entry,0004E963
Read exit,0005027E
Read entry,00050339
Read exit,00051F0C
Read entry,00051FC7
Read exit,000538E5
Read entry,000539A0
Read exit,00055534
Read entry,000555EF
Read exit,00056F0A
Read entry,00056FC5
Read exit,00058B54
Read entry,00058C0F
Read exit,0005A527
Read entry,0005A5E2
Read exit,0005C175
Read entry,0005C230
Read exit,0005DB4B
Read entry,0005DC06
Read exit,0005F79A
Read entry,0005F855
Read exit,00061172
Read entry,0006122D
Read exit,00062DC1
Read entry,00062E7C
Read exit,0006479C
Read entry,00064857
Read exit,000663E9
Read entry,000664A4
Read exit,00067DBF
Read entry,00067E7A
Read exit,00069A0E
Read entry,00069AC9
Read exit,0006B3E4
Read entry,0006B49F
Read exit,0006D033
Read entry,0006D0EE
Read exit,0006EA06
Read entry,0006EAC1
Read exit,00070650
Read entry,0007070B
Read exit,00072026
Read entry,000720E1
Read exit,00073C75
Read entry,00073D30
Read exit,0007564B
Read entry,00075706
Read exit,0007729A
Read entry,00077355
Read exit,00078C72
Read entry,00078D2D
Read exit,0007A8C4
Read entry,0007A97F
Read exit,0007C29C
Read entry,0007C357
Read exit,0007DEE9
Read entry,0007DFA4
Read exit,0007F8BE
Read entry,0007F979
Read exit,0008153F
Read entry,000815FA
Read exit,00082F14
Read entry,00082FCF
Read exit,00084B64
Read entry,00084C1F
Read exit,00086536
Read entry,000865F1
Read exit,00088187
Read entry,00088242
Read exit,00089B5D
Read entry,00089C18
Read exit,0008B7AC
Read entry,0008B867
Read exit,0008D180
Read entry,0008D23B
Read exit,0008EDCE
Read entry,0008EE89
Read exit,000907A6
Read entry,00090861
Read exit,000923F3
Read entry,000924AE
Read exit,00093DC5
Read entry,00093E80
Read exit,00095A16
Read entry,00095AD1
Read exit,000973EC
Read entry,000974A7
Read exit,0009903D
Read entry,000990F8
Read exit,0009AA12
Read entry,0009AACD
Read exit,0009C660
Read entry,0009C71B
Read exit,0009E034
Read entry,0009E0EF
Read exit,0009FC87
Read entry,0009FD42
Read exit,000A165C
Read entry,000A1717
Read exit,000A32A6
Read entry,000A3361
Read exit,000A4C7C
Read entry,000A4D37
Read exit,000A68CD
Read entry,000A6988
Read exit,000A82A0
Read entry,000A835B
Read exit,000A9EED
Read entry,000A9FA8
Read exit,000AB8C5
Read entry,000AB980
Read exit,000AD514
Read entry,000AD5CF
Read exit,000AEEEC
Read entry,000AEFA7
Read exit,000B0B3B
Read entry,000B0BF6
Read exit,000B2510
Read entry,000B25CB
Read exit,000B4165
Read entry,000B4220
Read exit,000B5B38
Read entry,000B5BF3
Read exit,000B7782
Read entry,000B783D
Read exit,000B9157
Read entry,000B9212
Read exit,000BADA3
Read entry,000BAE5E
Read exit,000BC77B
Read entry,000BC836
Read exit,000BE3CA
Read entry,000BE485
Read exit,000BFD9F
Read entry,000BFE5A
Read exit,000C19F1
Read entry,000C1AAC
Read exit,000C33C6
Read entry,000C3481
Read exit,000C5011
Read entry,000C50CC
Read exit,000C69E6
Read entry,000C6AA1
Read exit,000C8635
Read entry,000C86F0
Read exit,000CA00D
Read entry,000CA0C8
Read exit,000CBC5F
Read entry,000CBD1A
Read exit,000CD634
Read entry,000CD6EF
Read exit,000CF283
Read entry,000CF33E
Read exit,000D0C58
Read entry,000D0D13
Read exit,000D28A2
Read entry,000D295D
Read exit,000D4278
Read entry,000D4333
Read exit,000D5EC3
Read entry,000D5F7E
Read exit,000D7897
Read entry,000D7952
Read exit,000D94E6
Read entry,000D95A1
Read exit,000DAEBB
Read entry,000DAF76
Read exit,000DCB0E
Read entry,000DCBC9
Read exit,000DE4E3
Read entry,000DE59E
Read exit,000E0137
Read entry,000E01F2
Read exit,000E1B0A
Read entry,000E1BC5
Read exit,000E3754
Read entry,000E380F
Read exit,000E512A
Read entry,000E51E5
Read exit,000E6D78
Read entry,000E6E33
Read exit,000E8750
Read entry,000E880B
Read exit,000EA3A3
Read entry,000EA45E
Read exit,000EBD7C
Read entry,000EBE37
Read exit,000ED9CE
Read entry,000EDA89
Read exit,000EF3A0
Read entry,000EF45B
Read exit,000F0FF3
Read entry,000F10AE
Read exit,000F29C9
Read entry,000F2A84
Read exit,000F4613
Read entry,000F46CE
Read exit,000F5FE6
Read entry,000F60A1
