Read file in one pass,File size is 64Kb
Open entry,00000000
Open exit,00007447
Read entry,00007505
Read exit,000383C2
Set mark entry,000384B7
Set mark exit,00039680
Close entry,0003974C
Close exit,0003A29A
Read file per 512 bytes,File size is 64Kb
Open entry,00000000
Open exit,00007239
Read entry,000072F7
Read exit,00008384
Read entry,0000843F
Read exit,00009D63
Read entry,00009E1E
Read exit,0000B952
Read entry,0000BA0D
Read exit,0000D333
Read entry,0000D3EE
Read exit,0000EF1D
Read entry,0000EFD8
Read exit,00010903
Read entry,000109BE
Read exit,000124EF
Read entry,000125AA
Read exit,00013ED0
Read entry,00013F8B
Read exit,00015ABB
Read entry,00015B76
Read exit,0001749D
Read entry,00017558
Read exit,00019088
Read entry,00019143
Read exit,0001AA6E
Read entry,0001AB29
Read exit,0001C658
Read entry,0001C713
Read exit,0001E036
Read entry,0001E0F1
Read exit,0001FC20
Read entry,0001FCDB
Read exit,00021607
Read entry,000216C2
Read exit,000231F2
Read entry,000232AD
Read exit,00024BD3
Read entry,00024C8E
Read exit,000267B9
Read entry,00026874
Read exit,0002819C
Read entry,00028257
Read exit,00029D85
Read entry,00029E40
Read exit,0002B768
Read entry,0002B823
Read exit,0002D34F
Read entry,0002D40A
Read exit,0002ED34
Read entry,0002EDEF
Read exit,0003091F
Read entry,000309DA
Read exit,00032301
Read entry,000323BC
Read exit,00033EEB
Read entry,00033FA6
Read exit,000358CA
Read entry,00035985
Read exit,000374B6
Read entry,00037571
Read exit,00038E99
Read entry,00038F54
Read exit,0003AA84
Read entry,0003AB3F
Read exit,0003C464
Read entry,0003C51F
Read exit,0003E04B
Read entry,0003E106
Read exit,0003FA2C
Read entry,0003FAE7
Read exit,00041615
Read entry,000416D0
Read exit,00042FF6
Read entry,000430B1
Read exit,00044BDE
Read entry,00044C99
Read exit,000465BE
Read entry,00046679
Read exit,000481A9
Read entry,00048264
Read exit,00049B87
Read entry,00049C42
Read exit,0004B771
Read entry,0004B82C
Read exit,0004D154
Read entry,0004D20F
Read exit,0004ED3F
Read entry,0004EDFA
Read exit,0005071F
Read entry,000507DA
Read exit,00052309
Read entry,000523C4
Read exit,00053D26
Read entry,00053DE1
Read exit,0005590C
Read entry,000559C7
Read exit,000572ED
Read entry,000573A8
Read exit,00058ED5
Read entry,00058F90
Read exit,0005A8B4
Read entry,0005A96F
Read exit,0005C4A0
Read entry,0005C55B
Read exit,0005DE82
Read entry,0005DF3D
Read exit,0005FA6B
Read entry,0005FB26
Read exit,00061450
Read entry,0006150B
Read exit,0006303D
Read entry,000630F8
Read exit,00064A24
Read entry,00064ADF
Read exit,0006660B
Read entry,000666C6
Read exit,00067FEE
Read entry,000680A9
Read exit,00069BDC
Read entry,00069C97
Read exit,0006B5C2
Read entry,0006B67D
Read exit,0006D1AD
Read entry,0006D268
Read exit,0006EB8E
Read entry,0006EC49
Read exit,0007077C
Read entry,00070837
Read exit,00072163
Read entry,0007221E
Read exit,00073D4E
Read entry,00073E09
Read exit,0007572F
Read entry,000757EA
Read exit,00077319
Read entry,000773D4
Read exit,00078CFC
Read entry,00078DB7
Read exit,0007A918
Read entry,0007A9D3
Read exit,0007C2FA
Read entry,0007C3B5
Read exit,0007DEE6
